Domain Code,Domain,Reporter Country Code (M49),Reporter Countries,Partner Country Code (M49),Partner Countries,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value
"TM","Detailed trade matrix","188","Costa Rica","862","Venezuela (Bolivarian Republic of)","5622","Import Value","24212.02","Wine","2009","2009","1000 USD","2"
"TM","Detailed trade matrix","188","Costa Rica","862","Venezuela (Bolivarian Republic of)","5622","Import Value","24212.02","Wine","2010","2010","1000 USD","1"
"TM","Detailed trade matrix","188","Costa Rica","862","Venezuela (Bolivarian Republic of)","5622","Import Value","24212.02","Wine","2012","2012","1000 USD","0"
"TM","Detailed trade matrix","188","Costa Rica","862","Venezuela (Bolivarian Republic of)","5910","Export Quantity","24212.02","Wine","2017","2017","t","20.68"
"TM","Detailed trade matrix","188","Costa Rica","862","Venezuela (Bolivarian Republic of)","5910","Export Quantity","24212.02","Wine","2018","2018","t","15"
"TM","Detailed trade matrix","188","Costa Rica","862","Venezuela (Bolivarian Republic of)","5922","Export Value","24212.02","Wine","2017","2017","1000 USD","22"
"TM","Detailed trade matrix","188","Costa Rica","862","Venezuela (Bolivarian Republic of)","5922","Export Value","24212.02","Wine","2018","2018","1000 USD","14"
"TM","Detailed trade matrix","384","Côte d'Ivoire","032","Argentina","5610","Import Quantity","24212.02","Wine","2008","2008","t","2060"
"TM","Detailed trade matrix","384","Côte d'Ivoire","032","Argentina","5610","Import Quantity","24212.02","Wine","2009","2009","t","3000"
"TM","Detailed trade matrix","384","Côte d'Ivoire","032","Argentina","5610","Import Quantity","24212.02","Wine","2010","2010","t","127"
"TM","Detailed trade matrix","384","Côte d'Ivoire","032","Argentina","5610","Import Quantity","24212.02","Wine","2011","2011","t","0"
"TM","Detailed trade matrix","384","Côte d'Ivoire","032","Argentina","5610","Import Quantity","24212.02","Wine","2012","2012","t","3"
"TM","Detailed trade matrix","384","Côte d'Ivoire","032","Argentina","5610","Import Quantity","24212.02","Wine","2013","2013","t","1"
"TM","Detailed trade matrix","384","Côte d'Ivoire","032","Argentina","5610","Import Quantity","24212.02","Wine","2014","2014","t","0.35"
"TM","Detailed trade matrix","384","Côte d'Ivoire","032","Argentina","5610","Import Quantity","24212.02","Wine","2015","2015","t","181.06"
"TM","Detailed trade matrix","384","Côte d'Ivoire","032","Argentina","5610","Import Quantity","24212.02","Wine","2016","2016","t","0.24"
"TM","Detailed trade matrix","384","Côte d'Ivoire","032","Argentina","5610","Import Quantity","24212.02","Wine","2017","2017","t","0.05"
"TM","Detailed trade matrix","384","Côte d'Ivoire","032","Argentina","5610","Import Quantity","24212.02","Wine","2018","2018","t","0.27"
"TM","Detailed trade matrix","384","Côte d'Ivoire","032","Argentina","5610","Import Quantity","24212.02","Wine","2019","2019","t","124.19"
"TM","Detailed trade matrix","384","Côte d'Ivoire","032","Argentina","5610","Import Quantity","24212.02","Wine","2020","2020","t","691.03"
"TM","Detailed trade matrix","384","Côte d'Ivoire","032","Argentina","5622","Import Value","24212.02","Wine","2008","2008","1000 USD","1153"
"TM","Detailed trade matrix","384","Côte d'Ivoire","032","Argentina","5622","Import Value","24212.02","Wine","2009","2009","1000 USD","1610"
"TM","Detailed trade matrix","384","Côte d'Ivoire","032","Argentina","5622","Import Value","24212.02","Wine","2010","2010","1000 USD","86"
"TM","Detailed trade matrix","384","Côte d'Ivoire","032","Argentina","5622","Import Value","24212.02","Wine","2011","2011","1000 USD","0"
"TM","Detailed trade matrix","384","Côte d'Ivoire","032","Argentina","5622","Import Value","24212.02","Wine","2012","2012","1000 USD","14"
"TM","Detailed trade matrix","384","Côte d'Ivoire","032","Argentina","5622","Import Value","24212.02","Wine","2013","2013","1000 USD","18"
"TM","Detailed trade matrix","384","Côte d'Ivoire","032","Argentina","5622","Import Value","24212.02","Wine","2014","2014","1000 USD","4"
"TM","Detailed trade matrix","384","Côte d'Ivoire","032","Argentina","5622","Import Value","24212.02","Wine","2015","2015","1000 USD","163"
"TM","Detailed trade matrix","384","Côte d'Ivoire","032","Argentina","5622","Import Value","24212.02","Wine","2016","2016","1000 USD","2"
"TM","Detailed trade matrix","384","Côte d'Ivoire","032","Argentina","5622","Import Value","24212.02","Wine","2017","2017","1000 USD","0"
"TM","Detailed trade matrix","384","Côte d'Ivoire","032","Argentina","5622","Import Value","24212.02","Wine","2018","2018","1000 USD","1"
"TM","Detailed trade matrix","384","Côte d'Ivoire","032","Argentina","5622","Import Value","24212.02","Wine","2019","2019","1000 USD","60"
"TM","Detailed trade matrix","384","Côte d'Ivoire","032","Argentina","5622","Import Value","24212.02","Wine","2020","2020","1000 USD","370"
"TM","Detailed trade matrix","384","Côte d'Ivoire","076","Brazil","5610","Import Quantity","24212.02","Wine","2008","2008","t","41"
"TM","Detailed trade matrix","384","Côte d'Ivoire","076","Brazil","5610","Import Quantity","24212.02","Wine","2014","2014","t","2.41"
"TM","Detailed trade matrix","384","Côte d'Ivoire","076","Brazil","5610","Import Quantity","24212.02","Wine","2015","2015","t","1.19"
"TM","Detailed trade matrix","384","Côte d'Ivoire","076","Brazil","5610","Import Quantity","24212.02","Wine","2016","2016","t","1.23"
"TM","Detailed trade matrix","384","Côte d'Ivoire","076","Brazil","5622","Import Value","24212.02","Wine","2008","2008","1000 USD","19"
"TM","Detailed trade matrix","384","Côte d'Ivoire","076","Brazil","5622","Import Value","24212.02","Wine","2014","2014","1000 USD","8"
"TM","Detailed trade matrix","384","Côte d'Ivoire","076","Brazil","5622","Import Value","24212.02","Wine","2015","2015","1000 USD","9"
"TM","Detailed trade matrix","384","Côte d'Ivoire","076","Brazil","5622","Import Value","24212.02","Wine","2016","2016","1000 USD","9"
"TM","Detailed trade matrix","384","Côte d'Ivoire","076","Brazil","5910","Export Quantity","24212.02","Wine","2017","2017","t","0"
"TM","Detailed trade matrix","384","Côte d'Ivoire","076","Brazil","5922","Export Value","24212.02","Wine","2017","2017","1000 USD","0"
"TM","Detailed trade matrix","384","Côte d'Ivoire","152","Chile","5610","Import Quantity","24212.02","Wine","2008","2008","t","74"
"TM","Detailed trade matrix","384","Côte d'Ivoire","152","Chile","5610","Import Quantity","24212.02","Wine","2009","2009","t","108"
"TM","Detailed trade matrix","384","Côte d'Ivoire","152","Chile","5610","Import Quantity","24212.02","Wine","2010","2010","t","123"
"TM","Detailed trade matrix","384","Côte d'Ivoire","152","Chile","5610","Import Quantity","24212.02","Wine","2011","2011","t","54"
"TM","Detailed trade matrix","384","Côte d'Ivoire","152","Chile","5610","Import Quantity","24212.02","Wine","2012","2012","t","64"
"TM","Detailed trade matrix","384","Côte d'Ivoire","152","Chile","5610","Import Quantity","24212.02","Wine","2013","2013","t","91"
"TM","Detailed trade matrix","384","Côte d'Ivoire","152","Chile","5610","Import Quantity","24212.02","Wine","2014","2014","t","173.01"
"TM","Detailed trade matrix","384","Côte d'Ivoire","152","Chile","5610","Import Quantity","24212.02","Wine","2015","2015","t","63.86"
"TM","Detailed trade matrix","384","Côte d'Ivoire","152","Chile","5610","Import Quantity","24212.02","Wine","2016","2016","t","67.52"
"TM","Detailed trade matrix","384","Côte d'Ivoire","152","Chile","5610","Import Quantity","24212.02","Wine","2017","2017","t","43.39"
"TM","Detailed trade matrix","384","Côte d'Ivoire","152","Chile","5610","Import Quantity","24212.02","Wine","2018","2018","t","32"
"TM","Detailed trade matrix","384","Côte d'Ivoire","152","Chile","5610","Import Quantity","24212.02","Wine","2019","2019","t","46.06"
"TM","Detailed trade matrix","384","Côte d'Ivoire","152","Chile","5610","Import Quantity","24212.02","Wine","2020","2020","t","25.74"
"TM","Detailed trade matrix","384","Côte d'Ivoire","152","Chile","5610","Import Quantity","24212.02","Wine","2021","2021","t","21.17"
"TM","Detailed trade matrix","384","Côte d'Ivoire","152","Chile","5622","Import Value","24212.02","Wine","2008","2008","1000 USD","137"
"TM","Detailed trade matrix","384","Côte d'Ivoire","152","Chile","5622","Import Value","24212.02","Wine","2009","2009","1000 USD","205"
"TM","Detailed trade matrix","384","Côte d'Ivoire","152","Chile","5622","Import Value","24212.02","Wine","2010","2010","1000 USD","272"
"TM","Detailed trade matrix","384","Côte d'Ivoire","152","Chile","5622","Import Value","24212.02","Wine","2011","2011","1000 USD","115"
"TM","Detailed trade matrix","384","Côte d'Ivoire","152","Chile","5622","Import Value","24212.02","Wine","2012","2012","1000 USD","133"
"TM","Detailed trade matrix","384","Côte d'Ivoire","152","Chile","5622","Import Value","24212.02","Wine","2013","2013","1000 USD","180"
"TM","Detailed trade matrix","384","Côte d'Ivoire","152","Chile","5622","Import Value","24212.02","Wine","2014","2014","1000 USD","210"
"TM","Detailed trade matrix","384","Côte d'Ivoire","152","Chile","5622","Import Value","24212.02","Wine","2015","2015","1000 USD","165"
"TM","Detailed trade matrix","384","Côte d'Ivoire","152","Chile","5622","Import Value","24212.02","Wine","2016","2016","1000 USD","180"
"TM","Detailed trade matrix","384","Côte d'Ivoire","152","Chile","5622","Import Value","24212.02","Wine","2017","2017","1000 USD","121"
"TM","Detailed trade matrix","384","Côte d'Ivoire","152","Chile","5622","Import Value","24212.02","Wine","2018","2018","1000 USD","108"
"TM","Detailed trade matrix","384","Côte d'Ivoire","152","Chile","5622","Import Value","24212.02","Wine","2019","2019","1000 USD","133"
"TM","Detailed trade matrix","384","Côte d'Ivoire","152","Chile","5622","Import Value","24212.02","Wine","2020","2020","1000 USD","89"
"TM","Detailed trade matrix","384","Côte d'Ivoire","152","Chile","5622","Import Value","24212.02","Wine","2021","2021","1000 USD","60"
"TM","Detailed trade matrix","384","Côte d'Ivoire","600","Paraguay","5610","Import Quantity","24212.02","Wine","2009","2009","t","0"
"TM","Detailed trade matrix","384","Côte d'Ivoire","600","Paraguay","5622","Import Value","24212.02","Wine","2009","2009","1000 USD","0"
"TM","Detailed trade matrix","384","Côte d'Ivoire","604","Peru","5610","Import Quantity","24212.02","Wine","2009","2009","t","0"
"TM","Detailed trade matrix","384","Côte d'Ivoire","604","Peru","5622","Import Value","24212.02","Wine","2009","2009","1000 USD","1"
"TM","Detailed trade matrix","384","Côte d'Ivoire","858","Uruguay","5910","Export Quantity","24212.02","Wine","2017","2017","t","0.03"
"TM","Detailed trade matrix","384","Côte d'Ivoire","858","Uruguay","5922","Export Value","24212.02","Wine","2017","2017","1000 USD","1"
"TM","Detailed trade matrix","191","Croatia","032","Argentina","5610","Import Quantity","24212.02","Wine","2008","2008","t","26"
"TM","Detailed trade matrix","191","Croatia","032","Argentina","5610","Import Quantity","24212.02","Wine","2009","2009","t","20"
"TM","Detailed trade matrix","191","Croatia","032","Argentina","5610","Import Quantity","24212.02","Wine","2010","2010","t","18"
"TM","Detailed trade matrix","191","Croatia","032","Argentina","5610","Import Quantity","24212.02","Wine","2011","2011","t","24"
"TM","Detailed trade matrix","191","Croatia","032","Argentina","5610","Import Quantity","24212.02","Wine","2012","2012","t","18"
"TM","Detailed trade matrix","191","Croatia","032","Argentina","5610","Import Quantity","24212.02","Wine","2013","2013","t","2"
"TM","Detailed trade matrix","191","Croatia","032","Argentina","5610","Import Quantity","24212.02","Wine","2014","2014","t","17.76"
"TM","Detailed trade matrix","191","Croatia","032","Argentina","5610","Import Quantity","24212.02","Wine","2015","2015","t","18.4"
"TM","Detailed trade matrix","191","Croatia","032","Argentina","5610","Import Quantity","24212.02","Wine","2016","2016","t","14.41"
"TM","Detailed trade matrix","191","Croatia","032","Argentina","5610","Import Quantity","24212.02","Wine","2017","2017","t","8"
"TM","Detailed trade matrix","191","Croatia","032","Argentina","5610","Import Quantity","24212.02","Wine","2018","2018","t","10.48"
"TM","Detailed trade matrix","191","Croatia","032","Argentina","5610","Import Quantity","24212.02","Wine","2019","2019","t","17"
"TM","Detailed trade matrix","191","Croatia","032","Argentina","5610","Import Quantity","24212.02","Wine","2020","2020","t","13.13"
"TM","Detailed trade matrix","191","Croatia","032","Argentina","5610","Import Quantity","24212.02","Wine","2021","2021","t","23.8"
"TM","Detailed trade matrix","191","Croatia","032","Argentina","5622","Import Value","24212.02","Wine","2008","2008","1000 USD","129"
"TM","Detailed trade matrix","191","Croatia","032","Argentina","5622","Import Value","24212.02","Wine","2009","2009","1000 USD","99"
"TM","Detailed trade matrix","191","Croatia","032","Argentina","5622","Import Value","24212.02","Wine","2010","2010","1000 USD","80"
"TM","Detailed trade matrix","191","Croatia","032","Argentina","5622","Import Value","24212.02","Wine","2011","2011","1000 USD","129"
"TM","Detailed trade matrix","191","Croatia","032","Argentina","5622","Import Value","24212.02","Wine","2012","2012","1000 USD","96"
"TM","Detailed trade matrix","191","Croatia","032","Argentina","5622","Import Value","24212.02","Wine","2013","2013","1000 USD","23"
"TM","Detailed trade matrix","191","Croatia","032","Argentina","5622","Import Value","24212.02","Wine","2014","2014","1000 USD","85"
"TM","Detailed trade matrix","191","Croatia","032","Argentina","5622","Import Value","24212.02","Wine","2015","2015","1000 USD","160"
"TM","Detailed trade matrix","191","Croatia","032","Argentina","5622","Import Value","24212.02","Wine","2016","2016","1000 USD","51"
"TM","Detailed trade matrix","191","Croatia","032","Argentina","5622","Import Value","24212.02","Wine","2017","2017","1000 USD","42"
"TM","Detailed trade matrix","191","Croatia","032","Argentina","5622","Import Value","24212.02","Wine","2018","2018","1000 USD","50"
"TM","Detailed trade matrix","191","Croatia","032","Argentina","5622","Import Value","24212.02","Wine","2019","2019","1000 USD","63"
"TM","Detailed trade matrix","191","Croatia","032","Argentina","5622","Import Value","24212.02","Wine","2020","2020","1000 USD","68"
"TM","Detailed trade matrix","191","Croatia","032","Argentina","5622","Import Value","24212.02","Wine","2021","2021","1000 USD","103"
"TM","Detailed trade matrix","191","Croatia","032","Argentina","5910","Export Quantity","24212.02","Wine","2017","2017","t","0.04"
"TM","Detailed trade matrix","191","Croatia","032","Argentina","5922","Export Value","24212.02","Wine","2017","2017","1000 USD","0"
"TM","Detailed trade matrix","191","Croatia","076","Brazil","5610","Import Quantity","24212.02","Wine","2008","2008","t","0"
"TM","Detailed trade matrix","191","Croatia","076","Brazil","5610","Import Quantity","24212.02","Wine","2011","2011","t","0"
"TM","Detailed trade matrix","191","Croatia","076","Brazil","5622","Import Value","24212.02","Wine","2008","2008","1000 USD","2"
"TM","Detailed trade matrix","191","Croatia","076","Brazil","5622","Import Value","24212.02","Wine","2011","2011","1000 USD","1"
"TM","Detailed trade matrix","191","Croatia","076","Brazil","5910","Export Quantity","24212.02","Wine","2011","2011","t","1"
"TM","Detailed trade matrix","191","Croatia","076","Brazil","5910","Export Quantity","24212.02","Wine","2014","2014","t","2.6"
"TM","Detailed trade matrix","191","Croatia","076","Brazil","5910","Export Quantity","24212.02","Wine","2016","2016","t","0.43"
"TM","Detailed trade matrix","191","Croatia","076","Brazil","5910","Export Quantity","24212.02","Wine","2021","2021","t","17.71"
"TM","Detailed trade matrix","191","Croatia","076","Brazil","5922","Export Value","24212.02","Wine","2011","2011","1000 USD","30"
"TM","Detailed trade matrix","191","Croatia","076","Brazil","5922","Export Value","24212.02","Wine","2014","2014","1000 USD","7"
"TM","Detailed trade matrix","191","Croatia","076","Brazil","5922","Export Value","24212.02","Wine","2016","2016","1000 USD","1"
"TM","Detailed trade matrix","191","Croatia","076","Brazil","5922","Export Value","24212.02","Wine","2021","2021","1000 USD","83"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5610","Import Quantity","24212.02","Wine","2008","2008","t","332"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5610","Import Quantity","24212.02","Wine","2009","2009","t","104"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5610","Import Quantity","24212.02","Wine","2010","2010","t","163"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5610","Import Quantity","24212.02","Wine","2011","2011","t","159"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5610","Import Quantity","24212.02","Wine","2012","2012","t","77"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5610","Import Quantity","24212.02","Wine","2013","2013","t","76"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5610","Import Quantity","24212.02","Wine","2014","2014","t","76.7"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5610","Import Quantity","24212.02","Wine","2015","2015","t","40.04"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5610","Import Quantity","24212.02","Wine","2016","2016","t","41.61"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5610","Import Quantity","24212.02","Wine","2017","2017","t","62.52"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5610","Import Quantity","24212.02","Wine","2018","2018","t","39.07"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5610","Import Quantity","24212.02","Wine","2019","2019","t","37.63"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5610","Import Quantity","24212.02","Wine","2020","2020","t","48.61"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5610","Import Quantity","24212.02","Wine","2021","2021","t","40.95"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5622","Import Value","24212.02","Wine","2008","2008","1000 USD","717"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5622","Import Value","24212.02","Wine","2009","2009","1000 USD","422"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5622","Import Value","24212.02","Wine","2010","2010","1000 USD","424"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5622","Import Value","24212.02","Wine","2011","2011","1000 USD","541"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5622","Import Value","24212.02","Wine","2012","2012","1000 USD","307"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5622","Import Value","24212.02","Wine","2013","2013","1000 USD","305"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5622","Import Value","24212.02","Wine","2014","2014","1000 USD","348"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5622","Import Value","24212.02","Wine","2015","2015","1000 USD","185"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5622","Import Value","24212.02","Wine","2016","2016","1000 USD","210"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5622","Import Value","24212.02","Wine","2017","2017","1000 USD","297"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5622","Import Value","24212.02","Wine","2018","2018","1000 USD","217"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5622","Import Value","24212.02","Wine","2019","2019","1000 USD","192"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5622","Import Value","24212.02","Wine","2020","2020","1000 USD","216"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5622","Import Value","24212.02","Wine","2021","2021","1000 USD","230"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5910","Export Quantity","24212.02","Wine","2008","2008","t","0"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5910","Export Quantity","24212.02","Wine","2013","2013","t","0"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5922","Export Value","24212.02","Wine","2008","2008","1000 USD","0"
"TM","Detailed trade matrix","191","Croatia","152","Chile","5922","Export Value","24212.02","Wine","2013","2013","1000 USD","0"
"TM","Detailed trade matrix","191","Croatia","604","Peru","5610","Import Quantity","24212.02","Wine","2015","2015","t","0.63"
"TM","Detailed trade matrix","191","Croatia","604","Peru","5622","Import Value","24212.02","Wine","2015","2015","1000 USD","1"
"TM","Detailed trade matrix","191","Croatia","604","Peru","5910","Export Quantity","24212.02","Wine","2020","2020","t","0.79"
"TM","Detailed trade matrix","191","Croatia","604","Peru","5910","Export Quantity","24212.02","Wine","2021","2021","t","0.45"
"TM","Detailed trade matrix","191","Croatia","604","Peru","5922","Export Value","24212.02","Wine","2020","2020","1000 USD","5"
"TM","Detailed trade matrix","191","Croatia","604","Peru","5922","Export Value","24212.02","Wine","2021","2021","1000 USD","2"
"TM","Detailed trade matrix","191","Croatia","858","Uruguay","5610","Import Quantity","24212.02","Wine","2014","2014","t","3.2"
"TM","Detailed trade matrix","191","Croatia","858","Uruguay","5610","Import Quantity","24212.02","Wine","2021","2021","t","0"
"TM","Detailed trade matrix","191","Croatia","858","Uruguay","5622","Import Value","24212.02","Wine","2014","2014","1000 USD","25"
"TM","Detailed trade matrix","191","Croatia","858","Uruguay","5622","Import Value","24212.02","Wine","2021","2021","1000 USD","0"
"TM","Detailed trade matrix","192","Cuba","032","Argentina","5610","Import Quantity","24212.02","Wine","2014","2014","t","44.75"
"TM","Detailed trade matrix","192","Cuba","032","Argentina","5610","Import Quantity","24212.02","Wine","2015","2015","t","66.72"
"TM","Detailed trade matrix","192","Cuba","032","Argentina","5610","Import Quantity","24212.02","Wine","2016","2016","t","55.57"
"TM","Detailed trade matrix","192","Cuba","032","Argentina","5610","Import Quantity","24212.02","Wine","2017","2017","t","25.87"
"TM","Detailed trade matrix","192","Cuba","032","Argentina","5610","Import Quantity","24212.02","Wine","2018","2018","t","50.04"
"TM","Detailed trade matrix","192","Cuba","032","Argentina","5610","Import Quantity","24212.02","Wine","2019","2019","t","13.59"
"TM","Detailed trade matrix","192","Cuba","032","Argentina","5622","Import Value","24212.02","Wine","2014","2014","1000 USD","120"
"TM","Detailed trade matrix","192","Cuba","032","Argentina","5622","Import Value","24212.02","Wine","2015","2015","1000 USD","176"
"TM","Detailed trade matrix","192","Cuba","032","Argentina","5622","Import Value","24212.02","Wine","2016","2016","1000 USD","190"
"TM","Detailed trade matrix","192","Cuba","032","Argentina","5622","Import Value","24212.02","Wine","2017","2017","1000 USD","124"
"TM","Detailed trade matrix","192","Cuba","032","Argentina","5622","Import Value","24212.02","Wine","2018","2018","1000 USD","220"
"TM","Detailed trade matrix","192","Cuba","032","Argentina","5622","Import Value","24212.02","Wine","2019","2019","1000 USD","51"
"TM","Detailed trade matrix","192","Cuba","068","Bolivia (Plurinational State of)","5610","Import Quantity","24212.02","Wine","2015","2015","t","0"
"TM","Detailed trade matrix","192","Cuba","068","Bolivia (Plurinational State of)","5622","Import Value","24212.02","Wine","2015","2015","1000 USD","0"
"TM","Detailed trade matrix","192","Cuba","076","Brazil","5610","Import Quantity","24212.02","Wine","2014","2014","t","38.88"
"TM","Detailed trade matrix","192","Cuba","076","Brazil","5610","Import Quantity","24212.02","Wine","2015","2015","t","97.97"
"TM","Detailed trade matrix","192","Cuba","076","Brazil","5610","Import Quantity","24212.02","Wine","2016","2016","t","63.74"
"TM","Detailed trade matrix","192","Cuba","076","Brazil","5610","Import Quantity","24212.02","Wine","2017","2017","t","62.79"
"TM","Detailed trade matrix","192","Cuba","076","Brazil","5610","Import Quantity","24212.02","Wine","2018","2018","t","4.78"
"TM","Detailed trade matrix","192","Cuba","076","Brazil","5622","Import Value","24212.02","Wine","2014","2014","1000 USD","48"
"TM","Detailed trade matrix","192","Cuba","076","Brazil","5622","Import Value","24212.02","Wine","2015","2015","1000 USD","122"
"TM","Detailed trade matrix","192","Cuba","076","Brazil","5622","Import Value","24212.02","Wine","2016","2016","1000 USD","78"
"TM","Detailed trade matrix","192","Cuba","076","Brazil","5622","Import Value","24212.02","Wine","2017","2017","1000 USD","81"
"TM","Detailed trade matrix","192","Cuba","076","Brazil","5622","Import Value","24212.02","Wine","2018","2018","1000 USD","6"
"TM","Detailed trade matrix","192","Cuba","076","Brazil","5910","Export Quantity","24212.02","Wine","2015","2015","t","0.03"
"TM","Detailed trade matrix","192","Cuba","076","Brazil","5922","Export Value","24212.02","Wine","2015","2015","1000 USD","0"
"TM","Detailed trade matrix","192","Cuba","152","Chile","5610","Import Quantity","24212.02","Wine","2014","2014","t","781.17"
"TM","Detailed trade matrix","192","Cuba","152","Chile","5610","Import Quantity","24212.02","Wine","2015","2015","t","1303.84"
"TM","Detailed trade matrix","192","Cuba","152","Chile","5610","Import Quantity","24212.02","Wine","2016","2016","t","1809.86"
"TM","Detailed trade matrix","192","Cuba","152","Chile","5610","Import Quantity","24212.02","Wine","2017","2017","t","1563.7"
"TM","Detailed trade matrix","192","Cuba","152","Chile","5610","Import Quantity","24212.02","Wine","2018","2018","t","1179.6"
"TM","Detailed trade matrix","192","Cuba","152","Chile","5610","Import Quantity","24212.02","Wine","2019","2019","t","774.02"
"TM","Detailed trade matrix","192","Cuba","152","Chile","5610","Import Quantity","24212.02","Wine","2020","2020","t","514.83"
"TM","Detailed trade matrix","192","Cuba","152","Chile","5610","Import Quantity","24212.02","Wine","2021","2021","t","275.38"
"TM","Detailed trade matrix","192","Cuba","152","Chile","5622","Import Value","24212.02","Wine","2014","2014","1000 USD","2222"
"TM","Detailed trade matrix","192","Cuba","152","Chile","5622","Import Value","24212.02","Wine","2015","2015","1000 USD","3680"
"TM","Detailed trade matrix","192","Cuba","152","Chile","5622","Import Value","24212.02","Wine","2016","2016","1000 USD","4608"
"TM","Detailed trade matrix","192","Cuba","152","Chile","5622","Import Value","24212.02","Wine","2017","2017","1000 USD","4451"
"TM","Detailed trade matrix","192","Cuba","152","Chile","5622","Import Value","24212.02","Wine","2018","2018","1000 USD","3319"
"TM","Detailed trade matrix","192","Cuba","152","Chile","5622","Import Value","24212.02","Wine","2019","2019","1000 USD","2256"
"TM","Detailed trade matrix","192","Cuba","152","Chile","5622","Import Value","24212.02","Wine","2020","2020","1000 USD","1459"
"TM","Detailed trade matrix","192","Cuba","152","Chile","5622","Import Value","24212.02","Wine","2021","2021","1000 USD","799"
"TM","Detailed trade matrix","192","Cuba","152","Chile","5910","Export Quantity","24212.02","Wine","2016","2016","t","0.17"
"TM","Detailed trade matrix","192","Cuba","152","Chile","5910","Export Quantity","24212.02","Wine","2017","2017","t","0.02"
"TM","Detailed trade matrix","192","Cuba","152","Chile","5910","Export Quantity","24212.02","Wine","2018","2018","t","0.03"
"TM","Detailed trade matrix","192","Cuba","152","Chile","5922","Export Value","24212.02","Wine","2016","2016","1000 USD","1"
"TM","Detailed trade matrix","192","Cuba","152","Chile","5922","Export Value","24212.02","Wine","2017","2017","1000 USD","0"
"TM","Detailed trade matrix","192","Cuba","152","Chile","5922","Export Value","24212.02","Wine","2018","2018","1000 USD","1"
"TM","Detailed trade matrix","192","Cuba","328","Guyana","5910","Export Quantity","24212.02","Wine","2015","2015","t","0.01"
"TM","Detailed trade matrix","192","Cuba","328","Guyana","5922","Export Value","24212.02","Wine","2015","2015","1000 USD","0"
"TM","Detailed trade matrix","192","Cuba","604","Peru","5610","Import Quantity","24212.02","Wine","2014","2014","t","0.07"
"TM","Detailed trade matrix","192","Cuba","604","Peru","5610","Import Quantity","24212.02","Wine","2015","2015","t","0.13"
"TM","Detailed trade matrix","192","Cuba","604","Peru","5610","Import Quantity","24212.02","Wine","2016","2016","t","0.01"
"TM","Detailed trade matrix","192","Cuba","604","Peru","5610","Import Quantity","24212.02","Wine","2017","2017","t","0.17"
"TM","Detailed trade matrix","192","Cuba","604","Peru","5610","Import Quantity","24212.02","Wine","2018","2018","t","0.23"
"TM","Detailed trade matrix","192","Cuba","604","Peru","5610","Import Quantity","24212.02","Wine","2019","2019","t","0.07"
"TM","Detailed trade matrix","192","Cuba","604","Peru","5622","Import Value","24212.02","Wine","2014","2014","1000 USD","1"
"TM","Detailed trade matrix","192","Cuba","604","Peru","5622","Import Value","24212.02","Wine","2015","2015","1000 USD","1"
"TM","Detailed trade matrix","192","Cuba","604","Peru","5622","Import Value","24212.02","Wine","2016","2016","1000 USD","0"
"TM","Detailed trade matrix","192","Cuba","604","Peru","5622","Import Value","24212.02","Wine","2017","2017","1000 USD","1"
"TM","Detailed trade matrix","192","Cuba","604","Peru","5622","Import Value","24212.02","Wine","2018","2018","1000 USD","3"
"TM","Detailed trade matrix","192","Cuba","604","Peru","5622","Import Value","24212.02","Wine","2019","2019","1000 USD","1"
"TM","Detailed trade matrix","196","Cyprus","032","Argentina","5610","Import Quantity","24212.02","Wine","2008","2008","t","17"
"TM","Detailed trade matrix","196","Cyprus","032","Argentina","5610","Import Quantity","24212.02","Wine","2009","2009","t","16"
